HSMV_Report_Number,Agency_Report_Number,Reporting_Agency,Form_Type,Crash_Date,Crash_Time,City,County,Crash_Street,Intersecting_Street,Offset_Distance,Offset_Direction,Crash_Type,Vehicles,Non_Motorists,Fatalities,Injuries,Alcohol_Related,Distraction_Related,Drug_Related,Estimated_Damages,Weather_Condition,Light_Condition,Street_Number,Crash_Type_Detailed,Crash_Type_Dir,Crash_Severity,Within_City_Limits,Manner_of_Collision,First_Harmful_Event,First_HE_Location,First_HE_Relation_to_Jct,First_HE_Within_Interchange,Type_of_Intersection,Road_Sys_Identifier,Type_of_Shoulder,Road_Surf_Cond,Contrib_Circum_Road1,Contrib_Circum_Road2,Contrib_Circum_Road3,Contrib_Circum_Env1,Contrib_Circum_Env2,Contrib_Circum_Env3,School_Bus_Related,Work_Zone_Related,Type_of_Work_Zone,Loc_in_Work_Zone,Workers_in_Work_Zone,Law_Enforcement_in_Work_Zone,Mopeds,Motorcycles,Passengers,Bicyclists,Pedestrians,Fatalities_Unrestrained,Injuries_Unrestrained,Possible_Injuries,Non_Incapacitating_Injuries,Incapacitating_Injuries,Fatalities_30_Days,Non_Traffic_Fatalities,Transported_by_EMS,Transported_by_Law_Enforcement,Transported_by_Other,Citations,Property_Dmg_Amt,Vehicle_Dmg_Amt,S4_Mapping,S4_Decimal_Degree_Longitude,S4_Decimal_Degree_Latitude,S4_Albers_X,S4_Albers_Y,S4_Mapping_Date,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY_2,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"88227854",FHPD20OFF013059,FHP,Short,02:14:20,11:10 AM,Kissimmee,Osceola,INTERSTATE 4 (STATE ROAD 4000,OSCEOLA PARKWAY,"500",West,Off Road,"1","0","0","0",N,Y,N,"$3,000",Rain,Daylight,,Off Road,E,Property Damage Only,N,Other,Concrete Traffic Barrier,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Interstate,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","500","2500","Mapped, On Network",-81.5343953067641,28.3440337335135,641226.198242118,484414.50730826,3/10/2020 5:10:41 PM,,,,,,,,1.000000000000000,3.000000000000000,,
"88308938",FHPD20OFF020053,FHP,Long,03:06:20,08:11 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),SR-535 (KISSIMMEE VINELAND ROAD),"56",North,Rear End,"2","0","0","3",N,Y,N,"$9,300",Cloudy,Dark - Lighted,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","3","0","0","0","0",$0,$0,"0","1","0","9300","Mapped, On Network",-81.5095519021412,28.3718098846641,643594.167108592,487547.452029363,3/24/2020 3:27:57 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88202172",FHPD20OFF010171,FHP,Long,02:04:20,10:18 PM,Orlando,Orange,INTERSTATE 4,MM68,"100",West,Rear End,"2","0","0","0",N,N,N,"$5,500",Clear,Dark - Lighted,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","5500","Mapped, On Network",-81.5050443879801,28.3768053141842,644023.769458828,488111.026895925,2/13/2020 2:10:46 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"85597394",FHPD20OFF010521,FHP,Short,02:06:20,08:10 AM,Unincorporated,Orange,SR535 RAMP,I-4,"300",South,Rear End,"3","0","0","0",N,N,N,"$6,000",Cloudy,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,State,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","6000","Mapped, On Network",-81.5029166932909,28.3788448803419,644227.257755776,488341.700298099,2/19/2020 11:48:00 AM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304158",FHPD20OFF025732,FHP,Long,03:31:20,04:37 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA PARKWAY,"500",South,Sideswipe,"2","0","0","0",N,N,N,"$2,000",Clear,Daylight,,Same Direction Sideswipe,E,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2000","Mapped, On Network",-81.4761147056845,28.4090783806187,646779.546216433,491751.996879585,4/15/2020 1:32:21 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88273770",FHPD20OFF015688,FHP,Long,02:22:20,01:10 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),SR-536 (WORLD CENTER DRIVE),"528",West,Rear End,"3","0","0","2",N,N,N,"$3,000",Clear,Daylight,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","2","0","0","0","0",$0,$0,"0","3","0","3000","Mapped, On Network",-81.5157094306412,28.3649219015185,643007.382099308,486770.501520783,2/26/2020 4:16:06 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88273767",FHPD20OFF014912,FHP,Long,02:20:20,06:45 AM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA PARKWAY,"500",East,Other,"4","0","0","0",N,N,N,"$3,100",Clear,Daylight,,Other,W,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","3100","Mapped, On Network",-81.4748430429635,28.4116368790264,646898.05101892,492038.621089611,2/27/2020 1:24:30 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88202179",FHPD20OFF011759,FHP,Long,02:10:20,08:54 AM,Orlando,Orange,INTERSTATE 4,MM67,"100",West,Rear End,"5","0","0","0",N,N,N,"$21,100",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","5","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","21100","Mapped, On Network",-81.5160949036386,28.3644868660271,642970.654258547,486721.438109266,2/27/2020 12:05:50 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304154",FHPD20OFF022566,FHP,Long,03:15:20,01:12 AM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 536 (EPCOT CENTER DRIVE),"200",North,Off Road,"1","0","0","0",N,Y,N,$500,Clear,Dark - Lighted,,Off Road,E,Property Damage Only,N,Unknown,Guardrail Face,Off Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","500","0","Mapped, On Network",-81.5143090796694,28.3664948586481,643140.821548186,486947.913955256,3/22/2020 3:10:05 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88281943",FHPD20OFF014250,FHP,Short,02:18:20,01:06 AM,Unincorporated,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 535 APOPKA VINELAND ROAD,"5280",East,Sideswipe,"2","0","0","0",N,Y,N,$800,Clear,Dark - Lighted,,Same Direction Sideswipe,W,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","800","Mapped, On Network",-81.4994122819683,28.3834922322645,644559.494559578,488864.659421939,2/25/2020 10:16:37 AM,,,,,,,,3.000000000000000,5.000000000000000,,
"88202194",FHPD20OFF019061,FHP,Long,03:04:20,07:29 AM,Orlando,Orange,INTERSTATE 4,MM67,"200",West,Rear End,"3","0","0","0",N,N,N,"$9,800",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","9800","Mapped, On Network",-81.5180283225793,28.3623579707522,642786.314926057,486481.249712192,3/25/2020 1:46:42 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88241325",FHPD20OFF011404,FHP,Short,02:08:20,07:05 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 535 (APOPKA VINELAND ROAD,"25",West,Rear End,"2","0","0","0",N,Y,N,$250,Clear,Dark - Lighted,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","250","Mapped, On Network",-81.504877020347,28.3769753991855,644039.754754775,488130.243329261,2/18/2020 10:57:17 AM,,,,,,,,3.000000000000000,5.000000000000000,,
"88267450",FHPD20OFF010779,FHP,Long,02:06:20,07:09 PM,Orlando,Orange,INTERSTATE4 (STATE ROAD 400),SR-528 (BEACHLINE EXPRESSWAY),"350",North,Rear End,"2","0","0","5",N,Y,N,"$3,300",Cloudy,Dark - Lighted,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","3","0","0","0","0","0","0","5","0","0",$5,$0,"0","1","0","3300","Mapped, On Network",-81.4743560041981,28.4170133788469,646933.436270958,492636.567063513,2/13/2020 10:34:15 AM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304155",FHPD20OFF022776,FHP,Long,03:15:20,11:03 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 528 (BEACHLINE EXPRESSWAY,"500",South,Sideswipe,"2","0","0","1",N,N,N,"$6,000",Clear,Dark - Lighted,,Same Direction Sideswipe,E,Injury,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","1","0","0","0","0",$0,$0,"0","0","0","6000","Mapped, On Network",-81.474082301505,28.4173940575489,646959.326652998,492679.383196386,3/24/2020 3:56:13 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88273780",FHPD20OFF020997,FHP,Long,03:10:20,06:20 AM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA PARKWAY,"1000",South,Other,"1","0","0","0",N,N,N,"$1,000",Clear,Dark - Lighted,,Single Vehicle,N,Property Damage Only,N,Unknown,Other Non-Collision,Off Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.4755784554209,28.4103231348894,646829.142442259,491891.279425753,3/19/2020 11:02:28 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88227851",FHPD20OFF009583,FHP,Long,02:03:20,06:00 AM,Kissimmee,Osceola,INTERSTATE 4 (STATE ROAD 400),OSCEOLA PARKWAY,"200",East,Sideswipe,"2","0","0","2",N,Y,N,"$10,000",Clear,Dark - Lighted,,Same Direction Sideswipe,E,Injury,N,Angle,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","2","0","0",$2,$0,"0","2","0","10000","Mapped, On Network",-81.5326054363629,28.346041871942,641396.827531302,484640.982750183,3/10/2020 5:34:49 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88313814",FHPD20OFF020070,FHP,Long,03:06:20,08:56 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400) RAMP,DARYL CARTER PARKWAY,"5280",South,Rear End,"2","0","0","1",N,Y,N,"$4,500",Clear,Dark - Lighted,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","1","0","0","0",$1,$0,"0","1","0","4500","Mapped, On Network",-81.4981848563995,28.3849270767482,644676.288634252,489026.41062912,3/25/2020 12:52:14 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"89822538",2020-00091803,Orlando PD,Short,03:12:20,10:24 PM,Orlando,Orange,I4 WBO,,"0",,Rear End,"2","0","0","0",N,N,N,"$2,300",Clear,Dark - Lighted,,Rear End,W,Property Damage Only,Y,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2300","Mapped, On Network",-81.4761931585811,28.4093498656897,646771.259324056,491781.983789595,3/30/2020 5:41:41 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88227856",FHPD20OFF013413,FHP,Short,02:15:20,10:00 AM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA PARKWAY,"1320",East,Rear End,"3","0","0","0",N,Y,N,"$7,500",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","7500","Mapped, On Network",-81.4755533046766,28.4103212379892,646831.605563187,491891.119149096,2/26/2020 4:54:35 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304160",FHPD20OFF030122,FHP,Long,04:29:20,01:28 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 536 (EPCOT CENTER DRIVE),"500",North,Rollover,"1","0","0","1",N,N,N,"$4,000",Clear,Daylight,,Rollover,W,Injury,N,Other,Overturn/Rollover,Off Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","0","1000","3000","Mapped, On Network",-81.5283987288925,28.3512352493225,641796.775191164,485225.868856958,7/20/2020 1:18:59 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88311295",FHPD20OFF026460,FHP,Long,04:05:20,09:38 PM,Orlando,Orange,INERSTATE 4 (STATE ROAD 400),MILE MARKER 70,"5280",West,Off Road,"1","0","0","0",N,N,N,"$17,500",Cloudy,Dark - Lighted,,Off Road,E,Property Damage Only,N,Other,Guardrail Face,Median,Non-Junction,N,Not at Intersection,Interstate,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","7500","10000","Mapped, On Network",-81.4751399930452,28.4103561227549,646871.932769742,491895.819892636,7/20/2020 2:05:14 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88202193",FHPD20OFF019044,FHP,Long,03:04:20,06:07 AM,Orlando,Orange,INTERSTATE 4,MM68,"100",West,Sideswipe,"3","0","0","0",N,N,N,"$9,000","Fog, Smog, Smoke",Dusk,,Same Direction Sideswipe,E,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","9000","Mapped, On Network",-81.5141100105383,28.3666938926066,643159.845530202,486970.406059148,3/25/2020 1:46:35 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88302053",FHPD20OFF015815,FHP,Long,02:22:20,09:30 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 535 (APOPKA VINELAND RD),"500",West,Rear End,"3","0","0","4",N,Y,N,"$15,000",Clear,Dark - Lighted,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","5","0","0","0","0","3","0","1","0","0",$1,$0,"0","1","0","15000","Mapped, On Network",-81.5057752319837,28.3759381835297,643954.245350512,488013.29983487,3/2/2020 2:21:13 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304712",FHPD20OFF022269,FHP,Long,03:14:20,01:50 AM,Unincorporated,Orange,INTERSTATE 4,SR-535 (S APOPKA VINELAND RD),"150",North,Angle,"2","0","0","4",N,Y,N,"$14,000",Clear,Dark - Lighted,,Right Angle,SW,Injury,N,Angle,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,Interstate,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","3","1","0","0","0",$1,$0,"0","1","0","14000","Mapped, On Network",-81.5040741771555,28.3783149769797,644115.256547389,488280.571110083,3/30/2020 3:33:02 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88263387",FHPD20OFF015515,FHP,Long,02:21:20,06:44 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),OSCEOLA PARKWAY,"100",North,Rear End,"2","0","0","1",N,Y,N,"$1,200",Clear,Dark - Lighted,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","0","1200","Mapped, On Network",-81.5234427935593,28.3567639755096,642269.218916752,485849.475168878,2/25/2020 5:06:29 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88273782",FHPD20OFF023056,FHP,Long,03:17:20,06:50 AM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),SR-535 (APOPKA VINELAND ROAD),"3695",West,Other,"2","0","0","0",N,N,N,"$1,000",Clear,Dawn,,Other,,Property Damage Only,N,Other,"Struck by Falling, Shifting Cargo",On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.5167816934289,28.363724760844,642905.187173482,486635.465293296,3/24/2020 2:53:02 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88317102",FHPD20OFF024638,FHP,Long,03:24:20,03:55 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400) MM68,STATE ROAD 535,"1320",South,Off Road,"1","0","0","2",N,N,N,"$9,500",Clear,Daylight,,Off Road,E,Injury,N,Other,Guardrail Face,Median,Non-Junction,N,Other,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","2","0","0","0","0",$0,$0,"0","0","1500","8000","Mapped, On Network",-81.5072639462023,28.3742840012062,643812.370870803,487826.684969055,4/6/2020 5:06:11 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88241343",FHPD20OFF020653,FHP,Short,03:08:20,09:45 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 535 (APOPKA VINELAND ROAD,"100",West,Sideswipe,"2","0","0","0",N,Y,N,"$2,000",Clear,Dark - Lighted,,Same Direction Sideswipe,E,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","2000","Mapped, On Network",-81.507023504529,28.3746365924922,643835.09348691,487866.310030339,3/24/2020 4:03:08 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88308939",FHPD20OFF020323,FHP,Long,03:07:20,05:17 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400,SR-535 (APOPKA VINELAND ROAD),"250",South,Rear End,"2","0","0","2",N,Y,N,$800,Clear,Daylight,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","6","0","0","0","0","2","0","0","0","0",$0,$0,"0","1","0","800","Mapped, On Network",-81.5052803059646,28.3764994301544,644001.385405133,488076.596527703,3/24/2020 3:42:46 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88276564",FHPD20OFF016930,FHP,Long,02:26:20,04:25 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400) MM 68,STATE ROAD 535 (APOPKA VINELAND RD),"200",North,Rear End,"2","0","0","0",N,Y,N,"$4,000",Rain,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","4000","Mapped, Not On Network",-81.50408784,28.3782626288747,644114.038089383,488274.73164298,3/3/2020 5:07:25 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88317099",FHPD20OFF022126,FHP,Long,03:13:20,04:20 PM,Kissimmee,Osceola,INTERSTATE 4 (STATE ROAD 400) WB,US 192,"1320",North,Rear End,"2","0","0","0",N,Y,N,"$8,750",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","8750","Mapped, On Network",-81.5322592702853,28.34694317009,641428.687116825,484741.735714779,3/23/2020 2:52:49 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88311692",FHPD20OFF021422,FHP,Long,03:11:20,01:40 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),STATE ROAD 535 ( APOPKA VINELAND RD),"1056",East,Rear End,"2","0","0","0",N,Y,N,"$6,500",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","4","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6500","Mapped, On Network",-81.5002863358467,28.382043388532,644477.284564217,488702.05547549,3/24/2020 3:33:37 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88241329",FHPD20OFF011921,FHP,Long,02:10:20,06:16 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA PARKWAY,"600",South,Rear End,"2","0","0","1",N,Y,N,"$1,200",Clear,Dark - Lighted,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","2","0","1200","Mapped, On Network",-81.4768600934857,28.4087104868768,646707.510048095,491709.656917373,2/20/2020 12:33:27 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88273760",FHPD20OFF010961,FHP,Short,02:07:20,12:10 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),SR-535 (APOPKA VINELAND ROAD),"2112",East,Off Road,"1","0","0","0",N,N,N,"$2,000",Clear,Daylight,,Off Road,W,Property Damage Only,N,Other,Guardrail Face,Shoulder,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","1000","1000","Mapped, On Network",-81.494905275675,28.3880224259571,644990.003034842,489376.610564684,2/12/2020 11:13:23 AM,,,,,,,,3.000000000000000,5.000000000000000,,
"88241330",FHPD20OFF012149,FHP,Long,02:11:20,02:00 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400),CENTRAL FLORIDA  PARKWAY,"400",South,Other,"1","0","0","0",N,Y,N,"$1,200",Clear,Daylight,,Single Vehicle,W,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","4","200","1000","Mapped, On Network",-81.4764650011154,28.409131160724,646745.179993462,491757.156264007,2/20/2020 12:33:45 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88202183",FHPD20OFF013064,FHP,Long,02:14:20,04:33 AM,Orlando,Orange,INTERSTATE 4,MM67,"100",West,Off Road,"1","0","0","0",N,N,N,"$10,000",Clear,Dark - Lighted,,Off Road,,Property Damage Only,N,Other,Other Fixed Object,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","10000","Mapped, On Network",-81.5159847933126,28.3645924686825,642981.187346988,486733.380581021,2/27/2020 12:07:30 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88313820",FHPD20OFF026703,FHP,Long,04:07:20,03:33 PM,Orlando,Orange,INTERSTATE ROAD 4 (STATE ROAD 400) RAMP,STATE ROAD 535(APOPKA VINELAND ROAD),"20",North,Rear End,"2","0","0","0",N,Y,N,"$3,500",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","3500","Mapped, On Network",-81.5069369016527,28.3747100476111,643843.397944395,487874.637297891,7/20/2020 2:03:26 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88304703",FHPD20OFF020368,FHP,Short,03:07:20,07:30 PM,Unincorporated,Orange,VINELAND AVENUE,LITTLE LAKE BRYAN PKWY,"1300",North,Sideswipe,"2","0","0","0",N,N,N,"$2,000",Clear,Dark - Lighted,,Same Direction Sideswipe,N,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Driveway/Alley Access Related,N,Not at Intersection,Local,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","4","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2000","Mapped, On Network",-81.4981071186997,28.3839037684507,644686.195859465,488912.942982707,3/24/2020 7:02:19 PM,,,,,,,,3.000000000000000,5.000000000000000,,
"88276576",FHPD20OFF021168,FHP,Long,03:10:20,04:04 PM,Orlando,Orange,INTERSTATE 4 (STATE ROAD 400) MM 68,STATE ROAD 535 (APOPKA VINELAND RD),"500",North,Rear End,"2","0","0","3",N,Y,N,"$6,000",Cloudy,Daylight,,Rear End,E,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","3","0","0","0","0",$0,$0,"0","1","0","6000","Mapped, On Network",-81.50194526,28.3803399421995,644318.892528815,488509.627268018,6/9/2020 3:38:38 PM,,,,,,,,3.000000000000000,5.000000000000000,,
